id,project_id,name,account_id,budget_line/obi_id,budget_line/budget_alloc
hwf_project_line_91,[Rays of Hope School] Ah Yone Thit,Supplies & teaching resource: Prize for outstanding student,5121-18,HoG I,3000
hwf_project_line_92,[Rays of Hope School] Ah Yone Thit,Supplies & teaching resource: Others,5121-19,HoG I,
hwf_project_line_93,[Rays of Hope School] Ah Yone Thit,Utilities: Sanitation,5121-20,HoG I,1250
hwf_project_line_94,[Rays of Hope School] Ah Yone Thit,Utilities: Electricity,5121-21,HoG I,18000
hwf_project_line_95,[Rays of Hope School] Ah Yone Thit,Utilities: Drinking water,5121-22,HoG I,
hwf_project_line_96,[Rays of Hope School] Ah Yone Thit,Utilities: Used water,5121-23,HoG I,7200
hwf_project_line_97,[Rays of Hope School] Ah Yone Thit,Utilities: Telephone fee,5121-24,HoG I,
hwf_project_line_98,[Rays of Hope School] Ah Yone Thit,Utilities: Internet fee,5121-25,HoG I,
hwf_project_line_99,[Rays of Hope School] Ah Yone Thit,Utilities: Others,5121-26,HoG I,
hwf_project_line_100,[Rays of Hope School] Ah Yone Thit,Facilities: House/ building / land Rent,5121-27,HoG I,78750
hwf_project_line_101,[Rays of Hope School] Ah Yone Thit,Facilities: Maintenance and school improvement,5121-28,HoG I,7500
hwf_project_line_102,[Rays of Hope School] Ah Yone Thit,Facilities: Construction,5121-29,HoG I,
hwf_project_line_103,[Rays of Hope School] Ah Yone Thit,Facilities: Security & Emergency,5121-30,HoG I,
hwf_project_line_104,[Rays of Hope School] Ah Yone Thit,Facilities: Others,5121-31,HoG I,
hwf_project_line_105,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: School / Class room/ library equipment,5121-32,HoG I,
hwf_project_line_106,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: School / Class room/ library furniture,5121-33,HoG I,
hwf_project_line_107,[Rays of Hope School] Ah Yone Thit,"Equipment & Furniture: Computer, Comunication & accessories",5121-34,HoG I,
hwf_project_line_108,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: Equipment for vocational training,5121-35,HoG I,
hwf_project_line_109,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: Sport equipment,5121-36,HoG I,
hwf_project_line_110,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: Musical instrument & Technical devices,5121-37,HoG I,
hwf_project_line_111,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: Kitchen & Eating equipment,5121-38,HoG I,
hwf_project_line_112,[Rays of Hope School] Ah Yone Thit,Equipment & Furniture: Others,5121-39,HoG I,
hwf_project_line_113,[Rays of Hope School] Ah Yone Thit,Transportation: Car / Bus / Truck rent,5121-40,HoG I,50000
hwf_project_line_114,[Rays of Hope School] Ah Yone Thit,Transportation: Maintenance / repair,5121-41,HoG I,
hwf_project_line_115,[Rays of Hope School] Ah Yone Thit,Transportation: Gasoline / Petrol,5121-42,HoG I,
hwf_project_line_116,[Rays of Hope School] Ah Yone Thit,Transportation: Insurance / Tax,5121-43,HoG I,
hwf_project_line_117,[Rays of Hope School] Ah Yone Thit,Transportation: Others,5121-44,HoG I,
hwf_project_line_118,[Rays of Hope School] Ah Yone Thit,Social activity: Cultural event,5121-45,HoG I,
hwf_project_line_119,[Rays of Hope School] Ah Yone Thit,Social activity: Special day /event,5121-46,HoG I,
hwf_project_line_120,[Rays of Hope School] Ah Yone Thit,Social activity: Sport event,5121-47,HoG I,
hwf_project_line_121,[Rays of Hope School] Ah Yone Thit,Social activity: Field Trip,5121-48,HoG I,
hwf_project_line_122,[Rays of Hope School] Ah Yone Thit,Social activity: Prize for sport & culture event,5121-49,HoG I,
hwf_project_line_123,[Rays of Hope School] Ah Yone Thit,Social activity: Others,5121-50,HoG I,
hwf_project_line_124,[Rays of Hope School] Ah Yone Thit,Food: Rice,5121-51,HoG I,
hwf_project_line_125,[Rays of Hope School] Ah Yone Thit,Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5121-52,HoG I,
hwf_project_line_126,[Rays of Hope School] Ah Yone Thit,Food: Ingredients,5121-53,HoG I,
hwf_project_line_127,[Rays of Hope School] Ah Yone Thit,Food: Snack,5121-54,HoG I,
hwf_project_line_128,[Rays of Hope School] Ah Yone Thit,Food: Charcoal,5121-55,HoG I,
hwf_project_line_129,[Rays of Hope School] Ah Yone Thit,Food: Others,5121-56,HoG I,
hwf_project_line_130,[Rays of Hope School] Ah Yone Thit,Medical & Health care: First Aid Kit provided by HwF,5121-57,HoG I,
hwf_project_line_131,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Medical supply,5121-58,HoG I,
hwf_project_line_132,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Vitamin,5121-59,HoG I,
hwf_project_line_133,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Milk,5121-60,HoG I,
hwf_project_line_134,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Personal hygiene & Toiletries,5121-61,HoG I,4272
hwf_project_line_135,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Health education / Training,5121-62,HoG I,
hwf_project_line_136,[Rays of Hope School] Ah Yone Thit,Medical & Health care: Others,5121-63,HoG I,
hwf_project_line_137,[Rays of Hope School] Ah Yone Thit,Capacity building: Teacher training/ workshop,5121-64,HoG I,
hwf_project_line_138,[Rays of Hope School] Ah Yone Thit,Capacity building: Teacher Meeting,5121-65,HoG I,
hwf_project_line_139,[Rays of Hope School] Ah Yone Thit,Capacity building: Parent visiting/ meeting,5121-66,HoG I,
hwf_project_line_140,[Rays of Hope School] Ah Yone Thit,Capacity building: Others,5121-67,HoG I,
hwf_project_line_141,[Rays of Hope School] Ah Yone Thit,Miscellaneous : Miscellaneous,5121-68,HoG I,
hwf_project_line_142,[Rays of Hope School] Ah Yone Thit,Ah Yone Thit (other donor),5121-69,HoG I,
hwf_project_line_143,[Rays of Hope School] BHSOH Leaning Center,Salary: Director,5122-01,HoG I,
hwf_project_line_144,[Rays of Hope School] BHSOH Leaning Center,Salary: Head master,5122-02,HoG I,14850
hwf_project_line_145,[Rays of Hope School] BHSOH Leaning Center,Salary: Senior Teacher,5122-03,HoG I,69750
hwf_project_line_146,[Rays of Hope School] BHSOH Leaning Center,Salary: Junior Teacher,5122-04,HoG I,83250
hwf_project_line_147,[Rays of Hope School] BHSOH Leaning Center,Salary: Specific teacher,5122-05,HoG I,40500
hwf_project_line_148,[Rays of Hope School] BHSOH Leaning Center,Salary: Cook,5122-06,HoG I,
hwf_project_line_149,[Rays of Hope School] BHSOH Leaning Center,Salary: Guard / Dormitory,5122-07,HoG I,
hwf_project_line_150,[Rays of Hope School] BHSOH Leaning Center,Salary: Driver,5122-08,HoG I,
hwf_project_line_151,[Rays of Hope School] BHSOH Leaning Center,Salary: Other Staff,5122-09,HoG I,
hwf_project_line_152,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Stationery,5122-10,HoG I,2861
hwf_project_line_153,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Textbook / Exercise book,5122-11,HoG I,
hwf_project_line_154,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Craft / Art / Vocational training materials,5122-12,HoG I,
hwf_project_line_155,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Sport supplies,5122-13,HoG I,
hwf_project_line_156,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Books for library,5122-14,HoG I,
hwf_project_line_157,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Student uniform,5122-15,HoG I,
hwf_project_line_158,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Teacher uniform,5122-16,HoG I,
hwf_project_line_159,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Teacher supplies,5122-17,HoG I,
hwf_project_line_160,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Prize for outstanding student,5122-18,HoG I,5100
hwf_project_line_161,[Rays of Hope School] BHSOH Leaning Center,Supplies & teaching resource: Others,5122-19,HoG I,
hwf_project_line_162,[Rays of Hope School] BHSOH Leaning Center,Utilities: Sanitation,5122-20,HoG I,
hwf_project_line_163,[Rays of Hope School] BHSOH Leaning Center,Utilities: Electricity,5122-21,HoG I,16633
hwf_project_line_164,[Rays of Hope School] BHSOH Leaning Center,Utilities: Drinking water,5122-22,HoG I,
hwf_project_line_165,[Rays of Hope School] BHSOH Leaning Center,Utilities: Used water,5122-23,HoG I,
hwf_project_line_166,[Rays of Hope School] BHSOH Leaning Center,Utilities: Telephone fee,5122-24,HoG I,
hwf_project_line_167,[Rays of Hope School] BHSOH Leaning Center,Utilities: Internet fee,5122-25,HoG I,1800
hwf_project_line_168,[Rays of Hope School] BHSOH Leaning Center,Utilities: Others,5122-26,HoG I,
hwf_project_line_169,[Rays of Hope School] BHSOH Leaning Center,Facilities: House/ building / land Rent,5122-27,HoG I,
hwf_project_line_170,[Rays of Hope School] BHSOH Leaning Center,Facilities: Maintenance and school improvement,5122-28,HoG I,
hwf_project_line_171,[Rays of Hope School] BHSOH Leaning Center,Facilities: Construction,5122-29,HoG I,
hwf_project_line_172,[Rays of Hope School] BHSOH Leaning Center,Facilities: Security & Emergency,5122-30,HoG I,
hwf_project_line_173,[Rays of Hope School] BHSOH Leaning Center,Facilities: Others,5122-31,HoG I,
hwf_project_line_174,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: School / Class room/ library equipment,5122-32,HoG I,
hwf_project_line_175,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: School / Class room/ library furniture,5122-33,HoG I,
hwf_project_line_176,[Rays of Hope School] BHSOH Leaning Center,"Equipment & Furniture: Computer, Comunication & accessories",5122-34,HoG I,
hwf_project_line_177,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: Equipment for vocational training,5122-35,HoG I,
hwf_project_line_178,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: Sport equipment,5122-36,HoG I,
hwf_project_line_179,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: Musical instrument & Technical devices,5122-37,HoG I,
hwf_project_line_180,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: Kitchen & Eating equipment,5122-38,HoG I,
hwf_project_line_181,[Rays of Hope School] BHSOH Leaning Center,Equipment & Furniture: Others,5122-39,HoG I,
hwf_project_line_182,[Rays of Hope School] BHSOH Leaning Center,Transportation: Car / Bus / Truck rent,5122-40,HoG I,60000
hwf_project_line_183,[Rays of Hope School] BHSOH Leaning Center,Transportation: Maintenance / repair,5122-41,HoG I,
hwf_project_line_184,[Rays of Hope School] BHSOH Leaning Center,Transportation: Gasoline / Petrol,5122-42,HoG I,
hwf_project_line_185,[Rays of Hope School] BHSOH Leaning Center,Transportation: Insurance / Tax,5122-43,HoG I,
hwf_project_line_186,[Rays of Hope School] BHSOH Leaning Center,Transportation: Others,5122-44,HoG I,
hwf_project_line_187,[Rays of Hope School] BHSOH Leaning Center,Social activity: Cultural event,5122-45,HoG I,
hwf_project_line_188,[Rays of Hope School] BHSOH Leaning Center,Social activity: Special day /event,5122-46,HoG I,
hwf_project_line_189,[Rays of Hope School] BHSOH Leaning Center,Social activity: Sport event,5122-47,HoG I,
hwf_project_line_190,[Rays of Hope School] BHSOH Leaning Center,Social activity: Field Trip,5122-48,HoG I,
hwf_project_line_191,[Rays of Hope School] BHSOH Leaning Center,Social activity: Prize for sport & culture event,5122-49,HoG I,
hwf_project_line_192,[Rays of Hope School] BHSOH Leaning Center,Social activity: Others,5122-50,HoG I,
hwf_project_line_193,[Rays of Hope School] BHSOH Leaning Center,Food: Rice,5122-51,HoG I,
hwf_project_line_194,[Rays of Hope School] BHSOH Leaning Center,Food: Vegetable / Meat/ Fish/ Egg/ Fruit,5122-52,HoG I,
hwf_project_line_195,[Rays of Hope School] BHSOH Leaning Center,Food: Ingredients,5122-53,HoG I,
hwf_project_line_196,[Rays of Hope School] BHSOH Leaning Center,Food: Snack,5122-54,HoG I,
hwf_project_line_197,[Rays of Hope School] BHSOH Leaning Center,Food: Charcoal,5122-55,HoG I,
hwf_project_line_198,[Rays of Hope School] BHSOH Leaning Center,Food: Others,5122-56,HoG I,
hwf_project_line_199,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: First Aid Kit provided by HwF,5122-57,HoG I,
hwf_project_line_200,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Medical supply,5122-58,HoG I,
hwf_project_line_201,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Vitamin,5122-59,HoG I,
hwf_project_line_202,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Milk,5122-60,HoG I,
hwf_project_line_203,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Personal hygiene & Toiletries,5122-61,HoG I,
hwf_project_line_204,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Health education / Training,5122-62,HoG I,
hwf_project_line_205,[Rays of Hope School] BHSOH Leaning Center,Medical & Health care: Others,5122-63,HoG I,
hwf_project_line_206,[Rays of Hope School] BHSOH Leaning Center,Capacity building: Teacher training/ workshop,5122-64,HoG I,
hwf_project_line_207,[Rays of Hope School] BHSOH Leaning Center,Capacity building: Teacher Meeting,5122-65,HoG I,
hwf_project_line_208,[Rays of Hope School] BHSOH Leaning Center,Capacity building: Parent visiting/ meeting,5122-66,HoG I,
hwf_project_line_209,[Rays of Hope School] BHSOH Leaning Center,Capacity building: Others,5122-67,HoG I,
hwf_project_line_210,[Rays of Hope School] BHSOH Leaning Center,Miscellaneous : Miscellaneous,5122-68,HoG I,
hwf_project_line_211,[Rays of Hope School] BHSOH Leaning Center,BHSOH (other donors),5121-04,HoG I,
hwf_project_line_212,[Rays of Hope School] KM 42 Leaning Center,Salary: Director,5123-01,HoG I,
hwf_project_line_213,[Rays of Hope School] KM 42 Leaning Center,Salary: Head master,5123-02,HoG I,36000
hwf_project_line_214,[Rays of Hope School] KM 42 Leaning Center,Salary: Senior Teacher,5123-03,HoG I,56700
hwf_project_line_215,[Rays of Hope School] KM 42 Leaning Center,Salary: Junior Teacher,5123-04,HoG I,223200
hwf_project_line_216,[Rays of Hope School] KM 42 Leaning Center,Salary: Specific teacher,5123-05,HoG I,36000
hwf_project_line_217,[Rays of Hope School] KM 42 Leaning Center,Salary: Cook,5123-06,HoG I,27000
hwf_project_line_218,[Rays of Hope School] KM 42 Leaning Center,Salary: Guard / Dormitory,5123-07,HoG I,
hwf_project_line_219,[Rays of Hope School] KM 42 Leaning Center,Salary: Driver,5123-08,HoG I,
hwf_project_line_220,[Rays of Hope School] KM 42 Leaning Center,Salary: Other Staff,5123-09,HoG I,
hwf_project_line_221,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Stationery,5123-10,HoG I,3750
hwf_project_line_222,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Textbook / Exercise book,5123-11,HoG I,
hwf_project_line_223,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Craft / Art / Vocational training materials,5123-12,HoG I,
hwf_project_line_224,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Sport supplies,5123-13,HoG I,382.5
hwf_project_line_225,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Books for library,5123-14,HoG I,
hwf_project_line_226,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Student uniform,5123-15,HoG I,105000
hwf_project_line_227,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Teacher uniform,5123-16,HoG I,2100
hwf_project_line_228,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Teacher supplies,5123-17,HoG I,
hwf_project_line_229,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Prize for outstanding student,5123-18,HoG I,3750
hwf_project_line_230,[Rays of Hope School] KM 42 Leaning Center,Supplies & teaching resource: Others,5123-19,HoG I,
hwf_project_line_231,[Rays of Hope School] KM 42 Leaning Center,Utilities: Sanitation,5123-20,HoG I,1920
hwf_project_line_232,[Rays of Hope School] KM 42 Leaning Center,Utilities: Electricity,5123-21,HoG I,18000
hwf_project_line_233,[Rays of Hope School] KM 42 Leaning Center,Utilities: Drinking water,5123-22,HoG I,
hwf_project_line_234,[Rays of Hope School] KM 42 Leaning Center,Utilities: Used water,5123-23,HoG I,3750
hwf_project_line_235,[Rays of Hope School] KM 42 Leaning Center,Utilities: Telephone fee,5123-24,HoG I,
hwf_project_line_236,[Rays of Hope School] KM 42 Leaning Center,Utilities: Internet fee,5123-25,HoG I,
hwf_project_line_237,[Rays of Hope School] KM 42 Leaning Center,Utilities: Others,5123-26,HoG I,
hwf_project_line_238,[Rays of Hope School] KM 42 Leaning Center,Facilities: House/ building / land Rent,5123-27,HoG I,5250
hwf_project_line_239,[Rays of Hope School] KM 42 Leaning Center,Facilities: Maintenance and school improvement,5123-28,HoG I,3750
hwf_project_line_240,[Rays of Hope School] KM 42 Leaning Center,Facilities: Construction,5123-29,HoG I,
hwf_project_line_241,[Rays of Hope School] KM 42 Leaning Center,Facilities: Security & Emergency,5123-30,HoG I,
hwf_project_line_242,[Rays of Hope School] KM 42 Leaning Center,Facilities: Others,5123-31,HoG I,
hwf_project_line_243,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: School / Class room/ library equipment,5123-32,HoG I,
hwf_project_line_244,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: School / Class room/ library furniture,5123-33,HoG I,
hwf_project_line_245,[Rays of Hope School] KM 42 Leaning Center,"Equipment & Furniture: Computer, Comunication & accessories",5123-34,HoG I,
hwf_project_line_246,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: Equipment for vocational training,5123-35,HoG I,
hwf_project_line_247,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: Sport equipment,5123-36,HoG I,
hwf_project_line_248,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: Musical instrument & Technical devices,5123-37,HoG I,
hwf_project_line_249,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: Kitchen & Eating equipment,5123-38,HoG I,
hwf_project_line_250,[Rays of Hope School] KM 42 Leaning Center,Equipment & Furniture: Others,5123-39,HoG I,
hwf_project_line_251,[Rays of Hope School] KM 42 Leaning Center,Transportation: Car / Bus / Truck rent,5123-40,HoG I,225000
hwf_project_line_252,[Rays of Hope School] KM 42 Leaning Center,Transportation: Maintenance / repair,5123-41,HoG I,
