id,name,code,parent_id/id,type,user_type/id,reconcile
1151-06,Deposit - เงินมัดจำ,1151-06,1151-00,Regular,account.data_account_type_current_assets,FALSE
2000-00,Liabilities - หนี้สิน,2000-00,1,View,account.data_account_type_liability_view,FALSE
2100-00,Current Liabilities - หนี้สินหมุนเวียน,2100-00,2000-00,View,account.data_account_type_liability_view,FALSE
2120-00,Trade and Other Payables - เจ้าหนี้การค้าและตั๋วเงินจ่าย,2120-00,2100-00,View,account.data_account_type_liability_view,FALSE
2120-01,Accounts Payable Trade - เจ้าหนี้การค้า,2120-01,2120-00,Payable,account.data_account_type_payable,TRUE
2130-00,Other Current Liabilities - หนี้สินหมุนเวียนอื่น,2130-00,2000-00,View,account.data_account_type_liability_view,FALSE
2131-00,Accrued Expenses - ค่าใช้จ่ายค้างจ่าย,2131-00,2130-00,View,account.data_account_type_liability_view,FALSE
2131-05,Accrued Expenses – Telephone/Mobile phone - ค่าโทรศัพท์ค้างจ่าย,2131-05,2130-00,Regular,account.data_account_type_current_liabilities,FALSE
2131-06,Accrued Expenses (Other donors) – Telephone/Mobile phone - ค่าโทรศัพท์ค้างจ่าย (ผู้บริจาคอื่น),2131-06,2130-00,Regular,account.data_account_type_current_liabilities,FALSE
2131-01,Accrued Expenses – Withholding Tax - ภาษีหัก ณ ที่จ่ายค้างจ่าย,2131-01,2130-00,Regular,account.data_account_type_current_liabilities,FALSE
3000-00,Net Assets - สินทรัพย์สุทธิ,3000-00,1,View,account.data_account_type_liability_view,FALSE
3200-00,Excess Revenue over Expenses - รายได้สูงกว่าค่าใช้จ่าย,3200-00,3000-00,Regular,account.data_account_type_equity,FALSE
3300-00,Permanently restricted net assets - รายได้สูงกว่าค่าใช้จ่ายสะสม,3300-00,3000-00,Regular,account.data_account_type_equity,FALSE
2,Statement of Activities,2,0,View,account.data_account_type_root_view,FALSE
4000-00,Revenues - รายได้,4000-00,2,View,account.data_account_type_income_view,FALSE
4100-00,Income by Donate - รายได้ เงินบริจาค,4100-00,4000-00,View,account.data_account_type_income_view,FALSE
4100-01,Income by donate/Funds for project : HoGI - เงินบริจาค จาก HoGI,4100-01,4100-00,Regular,account.data_account_type_income,FALSE
4100-10,Income by donate/Funds for project : HoGA - เงินบริจาค จาก HoGA,4100-10,4100-00,Regular,account.data_account_type_income,FALSE
4100-11,Income by donate/Funds for project : HoGCH - เงินบริจาค จาก HoGCH,4100-11,4100-00,Regular,account.data_account_type_income,FALSE
4100-02,Income by donate/Central kitchen - เงินบริจาค โครงการอาหาร,4100-02,4100-00,Regular,account.data_account_type_income,FALSE
4100-03,Income by donate/Sewing workshop - เงินบริจาค โครงการตัดเย็บ,4100-03,4100-00,Regular,account.data_account_type_income,FALSE
4100-04,Income by donate/Donation / contribution to office - เงินบริจาค สมทบสำนักงาน,4100-04,4100-00,Regular,account.data_account_type_income,FALSE
4100-05,Income by donate/Ray of Youth - เงินบริจาค โครงการเยาวชน ROY,4100-05,4100-00,Regular,account.data_account_type_income,FALSE
4100-06,Income by donate/Scholarship - เงินบริจาค ทุนการศึกษา,4100-06,4100-00,Regular,account.data_account_type_income,FALSE
4100-07,Income by donate/Emergency - เงินบริจาค ฉุกเฉิน บรรเทาทุกข์,4100-07,4100-00,Regular,account.data_account_type_income,FALSE
4100-08,Income by donate/Schools budget - contribution from partner - Income by donate/Schools budget - contribution from partner,4100-08,4100-00,Regular,account.data_account_type_income,FALSE
4100-09,Income by donate/ Activities - เงินบริจาค กิจกรรมทั่วไป,4100-09,4100-00,Regular,account.data_account_type_income,FALSE
4100-12,Income by donate/ Sub Grant  - เงินบริจาค โครงการอุดหนุน,4100-12,4100-00,Regular,account.data_account_type_income,FALSE
4200-00,Income from Sales - รายได้จากการขาย,4200-00,4000-00,View,account.data_account_type_income_view,FALSE
4200-01,Income from sale/Sale - รายได้จากการขายสินค้า,4200-01,4200-00,Regular,account.data_account_type_income,FALSE
4300-00,Other income - รายได้อื่นๆ,4300-00,4000-00,View,account.data_account_type_income_view,FALSE
4300-01,Other income/Bank Interest - รายได้ ดอกเบี้ยธนาคาร,4300-01,4300-00,Regular,account.data_account_type_income,FALSE
5000-00,Expenses - รายจ่าย,5000-00,2,View,account.data_account_type_expense_view,FALSE
5100-00,"Schools , Training & Dormitory Project - โครงการการศึกษา",5100-00,5000-00,View,account.data_account_type_expense_view,FALSE
5110-00,Special Area School - โรงเรียนพื้นที่พิเศษ,5110-00,5100-00,View,account.data_account_type_expense_view,FALSE
5111-00,Special Area School - โรงเรียนพื้นที่พิเศษ,5111-00,5110-00,View,account.data_account_type_expense_view,FALSE
5111-01,PBLT Primary - โรงเรียนพื้นที่พิเศษ / PBLT Primary,5111-01,5111-00,Regular,account.data_account_type_expense,FALSE
5111-02,Kaw Poe Kee Primary - โรงเรียนพื้นที่พิเศษ/ Kaw Poe Kee Primary,5111-02,5111-00,Regular,account.data_account_type_expense,FALSE
5111-03,Kaw Poe Kee Nursery - โรงเรียนพื้นที่พิเศษ/ Kaw Poe Kee Nursery,5111-03,5111-00,Regular,account.data_account_type_expense,FALSE
5111-04,Hser Poe Hta - โรงเรียนพื้นที่พิเศษ/ Hser Poe Hta,5111-04,5111-00,Regular,account.data_account_type_expense,FALSE
5112-00,Burma School - โรงเรียนพม่า,5112-00,5110-00,View,account.data_account_type_expense_view,FALSE
5112-01,Ku Don village School โรงเรียนคูดอน,5112-01,5112-00,Regular,account.data_account_type_expense,FALSE
5120-00,Migrant School - ศูนย์การเรียนเด็กข้ามชาติ,5120-00,5100-00,View,account.data_account_type_expense_view,FALSE
5121-00,Rays of Hope School - ศูนย์การเรียน,5121-00,5120-00,View,account.data_account_type_expense_view,FALSE
5121-01,Ah Yone Thit - ศูนย์การเรียน AYT,5121-01,5121-00,Regular,account.data_account_type_expense,FALSE
5121-02,Ah Yone Thit (other donor)- ศูนย์การเรียน AYT (other donor),5121-02,5121-00,Regular,account.data_account_type_expense,FALSE
5121-03,BHSOH - ศูนย์การเรียน BHSOH,5121-03,5121-00,Regular,account.data_account_type_expense,FALSE
5121-04,BHSOH (other donors) - ศูนย์การเรียน BHSOH (other donors),5121-04,5121-00,Regular,account.data_account_type_expense,FALSE
5121-05,KM 42 - ศูนย์การเรียน KM 42,5121-05,5121-00,Regular,account.data_account_type_expense,FALSE
5121-06,KM 42 (other donors) - ศูนย์การเรียน KM 42 (other donors),5121-06,5121-00,Regular,account.data_account_type_expense,FALSE
5121-07,New Day - ศูนย์การเรียน ND,5121-07,5121-00,Regular,account.data_account_type_expense,FALSE
5121-08,New Day (other donor)- ศูนย์การเรียน ND (other donor),5121-08,5121-00,Regular,account.data_account_type_expense,FALSE
5121-09,Paramii - ศูนย์การเรียน PRM,5121-09,5121-00,Regular,account.data_account_type_expense,FALSE
5121-10,Paramii (other donor)- ศูนย์การเรียน PRM (other donor),5121-10,5121-00,Regular,account.data_account_type_expense,FALSE
5121-11,Ah Yon Oo - ศูนย์การเรียน AYO,5121-11,5121-00,Regular,account.data_account_type_expense,FALSE
5121-12,Ah Yon Oo (other donor)- ศูนย์การเรียน AYO (other donor),5121-12,5121-00,Regular,account.data_account_type_expense,FALSE
5121-13,Pa Yan Daw - ศูนย์การเรียน PYD,5121-13,5121-00,Regular,account.data_account_type_expense,FALSE
5121-14,Pa Yan Daw (other donor)- ศูนย์การเรียน PYD (other donor),5121-14,5121-00,Regular,account.data_account_type_expense,FALSE
5121-15,Naung Boh Deh - ศูนย์การเรียน NBD,5121-15,5121-00,Regular,account.data_account_type_expense,FALSE
5121-16,Naung Boh Deh (other donor)- ศูนย์การเรียน NBD (other donor),5121-16,5121-00,Regular,account.data_account_type_expense,FALSE
5122-00,Stationery & Book - อุปกรณ์การเรียน หนังสือ,5122-00,5120-00,View,account.data_account_type_expense_view,FALSE
5122-01,Buy Centrally - อุปการณ์การเรียน หนังสือ ซื้อส่วนกลาง,5122-01,5122-00,Regular,account.data_account_type_expense,FALSE
5122-02,Teaching material emergency - อุปกรณ์การเรียน หนังสือ สื่อ อุปกรณ์การสอน,5122-02,5122-00,Regular,account.data_account_type_expense,FALSE
5122-03,Buy Centrally(other donors) - อุปการณ์การเรียน หนังสือ ซื้อส่วนกลาง (other donor),5122-03,5122-00,Regular,account.data_account_type_expense,FALSE
5123-00,Scholarship - ทุนการศึกษา,5123-00,5120-00,View,account.data_account_type_expense_view,FALSE
5123-01,Scholarship for Rays of Hope school student - ทุนการศึกษา Rays of Hope,5123-01,5123-00,Regular,account.data_account_type_expense,FALSE
5123-02,Transportation - ทุนการศึกษา ค่าเดินทาง,5123-02,5123-00,Regular,account.data_account_type_expense,FALSE
5124-00,Meetings - ประชุม,5124-00,5120-00,View,account.data_account_type_expense_view,FALSE
5124-01,Monthly headmaster - ประชุม / ประชุมผู้บริหารศูนย์ประจำเดือน,5124-01,5124-00,Regular,account.data_account_type_expense,FALSE
5124-02,Teacher seminar - ประชุม / สัมมนาครู,5124-02,5124-00,Regular,account.data_account_type_expense,FALSE
5124-03,Teacher study tour - ทัศนศึกษา ดูงาน,5124-03,5124-00,Regular,account.data_account_type_expense,FALSE
5124-04,Posten Orientation - ประชุม / แนะแนวเด็กเรียนจบ,5124-04,5124-00,Regular,account.data_account_type_expense,FALSE
5125-00,"Training,Workshop,Course - อบรม อบรมเชิงปฏิบัติการ",5125-00,5120-00,View,account.data_account_type_expense_view,FALSE
5125-01,Circus -  กายกรรม Circus,5125-01,5125-00,Regular,account.data_account_type_expense,FALSE
5125-02,Summer courses - อบรมภาคฤดูร้อน,5125-02,5125-00,Regular,account.data_account_type_expense,FALSE
5125-03,Computer courses - อบรม อบรมเชิงปฏิบัติการ / อบรมคอมพิวเตอร์,5125-03,5125-00,Regular,account.data_account_type_expense,FALSE
5125-04,Student exchange - อบรม อบรมเชิงปฏิบัติ / นักเรียนแลกเปลี่ยน,5125-04,5125-00,Regular,account.data_account_type_expense,FALSE
5125-05,Language course for teacher & student - อบรมเชิงปฏิบัติการ / อบรมภาษาครู นักเรียน,5125-05,5125-00,Regular,account.data_account_type_expense,FALSE
5125-06,Caretaker (other donor) - อบรม อบรมเชิงปฏิบัติการ / ผู้ดูแลหอพัก (other donor),5125-06,5125-00,Regular,account.data_account_type_expense,FALSE
5126-00,Vocational training - อบรม อาชีพ,5126-00,5120-00,View,account.data_account_type_expense_view,FALSE
5126-01,Cooking - อบรมทำอาหาร,5126-01,5126-00,Regular,account.data_account_type_expense,FALSE
5126-02,Sewing - อบรมตัดเย็บ,5126-02,5126-00,Regular,account.data_account_type_expense,FALSE
5126-03,Vocational training/Other interested course - อบรมด้านอาชีพ,5126-03,5126-00,Regular,account.data_account_type_expense,FALSE
5127-00,Activity - กิจกรรม,5127-00,5120-00,View,account.data_account_type_expense_view,FALSE
5127-01,Student fellowship day - กีฬา,5127-01,5127-00,Regular,account.data_account_type_expense,FALSE
5127-02,"Events (Culture, Sports) - งาน",5127-02,5127-00,Regular,account.data_account_type_expense,FALSE
5127-03,Activities with children (football/Swim)-กิจกรรมกับเด็ก ว่ายน้ำ ฟุตบอล,5127-03,5127-00,Regular,account.data_account_type_expense,FALSE
5130-00,"Contribution to other project, training - สมทบ โครงการ อบรม",5130-00,5100-00,View,account.data_account_type_expense_view,FALSE
5131-00,"Contribution to other project, training - สมทบ โครงการ อบรม",5131-00,5130-00,View,account.data_account_type_expense_view,FALSE
5131-01,English special course ESC (No Pho Camp),5131-01,5131-00,Regular,account.data_account_type_expense,FALSE
5131-02,Other - สมทบโครงการ อบรม / อื่นๆ,5131-02,5131-00,Regular,account.data_account_type_expense,FALSE
5132-00,Networking - เครือข่าย,5132-00,5130-00,View,account.data_account_type_expense_view,FALSE
5132-01,Gifts&small donations - สนับสนุนเครือข่าย บริจาค มอบของ,5132-01,5132-00,Regular,account.data_account_type_expense,FALSE
5140-00,Migrant Dormitories - หอพัก,5140-00,5100-00,View,account.data_account_type_expense_view,FALSE
5141-00,Ray of Hope Dormitories - หอพัก,5141-00,5140-00,View,account.data_account_type_expense_view,FALSE
5141-01,Ah Yone Thit,5141-01,5141-00,Regular,account.data_account_type_expense,FALSE
5141-02,BHSOH - หอพัก BHSOH,5141-02,5141-00,Regular,account.data_account_type_expense,FALSE
5141-03,Pa Yan Daw - หอพัก PYD,5141-03,5141-00,Regular,account.data_account_type_expense,FALSE
5141-04,Naung Boh Deh - หอพัก NBD,5141-04,5141-00,Regular,account.data_account_type_expense,FALSE
5141-05,Paramii -หอพัก PRM,5141-05,5141-00,Regular,account.data_account_type_expense,FALSE
5141-06,Children Home - หอพัก ChildrenHome,5141-06,5141-00,Regular,account.data_account_type_expense,FALSE
5141-07,Naung Boh Deh(other donor) - หอพัก NBD (other donor),5141-07,5141-00,Regular,account.data_account_type_expense,FALSE
5142-00,Migrant Dormitories - หอพัก,5142-00,5140-00,View,account.data_account_type_expense_view,FALSE
5142-01,Mae La Dormitory - หอพัก / แม่หละ,5142-01,5142-00,Regular,account.data_account_type_expense,FALSE
5150-00,Education Project assistant (Salary) - ค่าตอบแทน,5150-00,5100-00,View,account.data_account_type_expense_view,FALSE
5151-00,Education Project assistant (Salary) - ค่าตอบแทน,5151-00,5150-00,View,account.data_account_type_expense_view,FALSE
5151-01,Education Manager - ผู้จัดการ,5151-01,5151-00,Regular,account.data_account_type_expense,FALSE
5151-02,Education manager assistant - ผู้ช่วยผู้จัดการ,5151-02,5151-00,Regular,account.data_account_type_expense,FALSE
5151-03,Work permit - ใบอนุญาตจ้างงาน,5151-03,5151-00,Regular,account.data_account_type_expense,FALSE
5151-04,Education staff - เจ้าหน้าที่,5151-04,5151-00,Regular,account.data_account_type_expense,FALSE
5160-00,Building / Construction - อาคาร ก่อสร้าง ซ่อมแซม,5160-00,5100-00,View,account.data_account_type_expense_view,FALSE
5161-00,General School Renovation ซ่อมแซม ต่อเติม ศูนย์การเรียน,5161-00,5160-00,View,account.data_account_type_expense_view,FALSE
5161-01,School Renovation ซ่อมแซม ต่อเติม ศูนย์การเรียน,5161-01,5161-00,Regular,account.data_account_type_expense,FALSE
5161-02,School Renovation (Regione) ซ่อมแซม ต่อเติม ศูนย์การเรียน,5161-02,5161-00,Regular,account.data_account_type_expense,FALSE
5170-00,Appropriate Education Development - พัฒนาระบบการศึกษาที่เหมาะสม (กศน.),5170-00,5100-00,View,account.data_account_type_expense_view,FALSE
5170-01,Study possible linking system - ศึกษาการเชื่อมโยงระบบการศึกษา,5170-01,5170-00,Regular,account.data_account_type_expense,FALSE
5170-02,Develop Model of Education - พัฒนารูปแบบการศึกษา,5170-02,5170-00,Regular,account.data_account_type_expense,FALSE
5170-03,Promoting collaborative partnership - สร้างความร่วมมือ,5170-03,5170-00,Regular,account.data_account_type_expense,FALSE
5170-04,Administrative cost - งบบริหารจัดการ,5170-04,5170-00,Regular,account.data_account_type_expense,FALSE
5180-00,ACCESS - โครงการ Access,5180-00,5100-00,View,account.data_account_type_expense_view,FALSE
5181-00,Salaries - ค่าตอบแทน,5181-00,5180-00,View,account.data_account_type_expense_view,FALSE
5181-01,Education project cordinator,5181-01,5181-00,Regular,account.data_account_type_expense,FALSE
5181-02,Education project satff,5181-02,5181-00,Regular,account.data_account_type_expense,FALSE
5181-03,Director,5181-03,5181-00,Regular,account.data_account_type_expense,FALSE
5181-04,Finance Manager,5181-04,5181-00,Regular,account.data_account_type_expense,FALSE
5181-05,Logisticianist,5181-05,5181-00,Regular,account.data_account_type_expense,FALSE
5182-00,Transportation - ค่าเดินทาง,5182-00,5180-00,View,account.data_account_type_expense_view,FALSE
5182-01,Petrol and car manternanc,5182-01,5182-00,Regular,account.data_account_type_expense,FALSE
5182-02,Per diems for staff,5182-02,5182-00,Regular,account.data_account_type_expense,FALSE
5182-03,Accommondation package,5182-03,5182-00,Regular,account.data_account_type_expense,FALSE
5182-04,Air fares,5182-04,5182-00,Regular,account.data_account_type_expense,FALSE
5183-00,Office expenses,5183-00,5180-00,View,account.data_account_type_expense_view,FALSE
5183-01,Office supply ของใช้สำนักงาน,5183-01,5183-00,Regular,account.data_account_type_expense,FALSE
5183-02,Utilities -สาธารณูปโภค,5183-02,5183-00,Regular,account.data_account_type_expense,FALSE
5183-03,Telephone - ค่าโทรศัพท์,5183-03,5183-00,Regular,account.data_account_type_expense,FALSE
5183-04,Internet - ค่าอินเตอร์เน็ต,5183-04,5183-00,Regular,account.data_account_type_expense,FALSE
5184-00,Equipment - เครื่องมือ,5184-00,5180-00,View,account.data_account_type_expense_view,FALSE
5184-01,Computer,5184-01,5184-00,Regular,account.data_account_type_expense,FALSE
5185-00,Direct Costs,5185-00,5180-00,View,account.data_account_type_expense_view,FALSE
5185-01,Running cost (Migrant school)  - ศูนย์การเรียน,5185-01,5185-00,Regular,account.data_account_type_expense,FALSE
5185-02,Support (Thai school)  - โรงเรียนรัฐ,5185-02,5185-00,Regular,account.data_account_type_expense,FALSE
5185-03,Textbooks and material - หนังสือ และ วัสดุ,5185-03,5185-00,Regular,account.data_account_type_expense,FALSE
5185-04,Teacher capacity building - พัฒนาศักยภาพครู,5185-04,5185-00,Regular,account.data_account_type_expense,FALSE
5185-05,Migrant School Renovation cost - ซ่อมแซมศูนย์การเรียน,5185-05,5185-00,Regular,account.data_account_type_expense,FALSE
5185-06,Meeting - ประชุม,5185-06,5185-00,Regular,account.data_account_type_expense,FALSE
5185-06,Audit - ตรวจสอบบัญชี,5185-06,5185-00,Regular,account.data_account_type_expense,FALSE
5185-07,M&E - วัดผลประเมินผล,5185-07,5185-00,Regular,account.data_account_type_expense,FALSE
5185-08,Publication - สื่อสิ่งพิมพ์,5185-08,5185-00,Regular,account.data_account_type_expense,FALSE
5185-09,Campaign - รณรงค์,5185-09,5185-00,Regular,account.data_account_type_expense,FALSE
5185-10,Provincial Meeting - ประชุมระดับจังหวัด,5185-10,5185-00,Regular,account.data_account_type_expense,FALSE
5185-11,Based line survey - ศึกษาข้อมูล,5185-11,5185-00,Regular,account.data_account_type_expense,FALSE
5200-00,Rays of Youth - โครงการเยาวชน,5200-00,5000-00,View,account.data_account_type_expense_view,FALSE
5201-00,ROY Community Awareness Training - อบรมสร้างความตระหนักรู้,5201-00,5200-00,View,account.data_account_type_expense_view,FALSE
5201-01,Human Trafficking and CRC - การค้ามนุษย์ และ สิทธิเด็ก,5201-01,5201-00,Regular,account.data_account_type_expense,FALSE
5201-02,Traffic Rule Training - อบรมกฏจราจร,5201-02,5201-00,Regular,account.data_account_type_expense,FALSE
5201-03,Life skill and Adolescence Health - ทักษะชีวิต อนามัยเจริญพันธุ์,5201-03,5201-00,Regular,account.data_account_type_expense,FALSE
5202-00,ROY Leadership Training 2nd group - สร้างผู้นำรุ่น 2,5202-00,5200-00,View,account.data_account_type_expense_view,FALSE
5202-01,Materials & Equipment - วัสดุ อุปกรณ์,5202-01,5202-00,Regular,account.data_account_type_expense,FALSE
5202-02,"Community visit, Study tour - เยี่ยมชุมชน และ ทัศนศึกษา",5202-02,5202-00,Regular,account.data_account_type_expense,FALSE
5202-03,Regular training (Sat) - อบรมประจำ (วันเสาร์),5202-03,5202-00,Regular,account.data_account_type_expense,FALSE
5203-00,ROY Leadership Training 1st group - สร้างผู้นำรุ่น 1,5203-00,5200-00,View,account.data_account_type_expense_view,FALSE
5203-01,Materials & Equipment - วัสดุ อุปกรณ์,5203-01,5203-00,Regular,account.data_account_type_expense,FALSE
5203-02,"Community visit, Study Tour - เยี่ยมชุมชน ทัศศึกษาดูงาน",5203-02,5203-00,Regular,account.data_account_type_expense,FALSE
5203-03,Fellow up - ติดตาม,5203-03,5203-00,Regular,account.data_account_type_expense,FALSE
5203-04,Capacity building - เสริมสร้างศักยภาพ,5203-04,5203-00,Regular,account.data_account_type_expense,FALSE
5203-05,Mini Project - โครงการขนาดเล็ก,5203-05,5203-00,Regular,account.data_account_type_expense,FALSE
5204-00,ROY Media Production - ผลิตสื่อ,5204-00,5200-00,View,account.data_account_type_expense_view,FALSE
5204-01,Materials & Equipment - วัสดุ อุปกรณ์,5204-01,5204-00,Regular,account.data_account_type_expense,FALSE
5204-02,Creative Media workshop - อบรมการผลิตสื่อสร้างสรรค์,5204-02,5204-00,Regular,account.data_account_type_expense,FALSE
5204-03,ROY Media campaign - สื่อเพื่อการรณรงค์,5204-03,5204-00,Regular,account.data_account_type_expense,FALSE
5205-00,ROY Environment - สิ่งแวดล้อม,5205-00,5200-00,View,account.data_account_type_expense_view,FALSE
5205-01,Materials & Ingredients - วัสดุ และ ส่วนประกอบ,5205-01,5205-00,Regular,account.data_account_type_expense,FALSE
5205-02,Natural Detergent Workshop - อบรมการผลิต,5205-02,5205-00,Regular,account.data_account_type_expense,FALSE
5206-00,ROY Campaign - รณรงค์,5206-00,5200-00,View,account.data_account_type_expense_view,FALSE
5206-01,Community Road Show - รณรงค์ชุมชน,5206-01,5206-00,Regular,account.data_account_type_expense,FALSE
5207-00,ROY Meeting - ประชุม,5207-00,5200-00,View,account.data_account_type_expense_view,FALSE
5207-01,Project monthly meeting - ประชุมประจำเดือน,5207-01,5207-00,Regular,account.data_account_type_expense,FALSE
5207-02,Network meeting - ประชุมเครือข่าย,5207-02,5207-00,Regular,account.data_account_type_expense,FALSE
5208-00,ROY Project Management - บริหารจัดการโครงการ,5208-00,5200-00,View,account.data_account_type_expense_view,FALSE
5208-01,Office Equipment - อุปกรณ์สำนักงาน,5208-01,5208-00,Regular,account.data_account_type_expense,FALSE
5208-02,Telephone Internet - โทรศัพท์ อินเตอร์เน็ต,5208-02,5208-00,Regular,account.data_account_type_expense,FALSE
5208-03,Stationery & Materials - อุปกรณ์การเรียน วัสดุสิ้นเปลือง,5208-03,5208-00,Regular,account.data_account_type_expense,FALSE
5208-04,Transportation - ค่าเดินทาง,5208-04,5208-00,Regular,account.data_account_type_expense,FALSE
5208-05,Maintenance and Repair equipment - ซ่อมบำรุง,5208-05,5208-00,Regular,account.data_account_type_expense,FALSE
5208-06,Staff capacity building - พัฒนาศักยภาพเจ้าหน้าที่,5208-06,5208-00,Regular,account.data_account_type_expense,FALSE
5208-07,Electricity & Used water - ไฟฟ้า น้ำใช้,5208-07,5208-00,Regular,account.data_account_type_expense,FALSE
5208-08,Cleaning supplies - วัสดุเพื่อทำความสะอาด,5208-08,5208-00,Regular,account.data_account_type_expense,FALSE
5209-00,ROY Music Project - โครงการดนตรี,5209-00,5200-00,View,account.data_account_type_expense_view,FALSE
5209-01,Music training - อบรมดนตรี,5209-01,5209-00,Regular,account.data_account_type_expense,FALSE
5209-02,Maintenance Improvement - ซ่อมบำรุง,5209-02,5209-00,Regular,account.data_account_type_expense,FALSE
5209-03,Professional Skill Course - หลักสูตรทักษะมืออาชีพ,5209-03,5209-00,Regular,account.data_account_type_expense,FALSE
5209-04,Music VDO production - วีดีโอเพลง,5209-04,5209-00,Regular,account.data_account_type_expense,FALSE
5209-05,Music Equipment - วัสดุทางดนตรี,5209-05,5209-00,Regular,account.data_account_type_expense,FALSE
5209-06,Outstanding Student Present - รางวัลเด็กเรียนเก่ง,5209-06,5209-00,Regular,account.data_account_type_expense,FALSE
5210-00,Burma Project - โครงการพม่า,5210-00,5200-00,View,account.data_account_type_expense_view,FALSE
5210-01,Activity for School student,5210-01,5210-00,Regular,account.data_account_type_expense,FALSE
5210-02,Activity for At-Risk children and youth-กิจกรรม เด็ก เยาวชนกลุ่มเสี่ยง,5210-02,5210-00,Regular,account.data_account_type_expense,FALSE
5210-03,Training for parent and teacher - อบรม ครู ผู้ปกครอง,5210-03,5210-00,Regular,account.data_account_type_expense,FALSE
5210-04,Media activity - กิจกรรมสื่อ,5210-04,5210-00,Regular,account.data_account_type_expense,FALSE
5210-05,Based line study - ศึกษาชุมชน,5210-05,5210-00,Regular,account.data_account_type_expense,FALSE
5210-06,Seminar Meeting Home Visit- สัมนา ประชุม เยี่ยม,5210-06,5210-00,Regular,account.data_account_type_expense,FALSE
5210-07,Office in Hpa An - สำนักงาน Hpa An,5210-07,5210-00,Regular,account.data_account_type_expense,FALSE
5210-08,Transportation - เดินทาง,5210-08,5210-00,Regular,account.data_account_type_expense,FALSE
5210-09,Project Management - จัดการโครงการ,5210-09,5210-00,Regular,account.data_account_type_expense,FALSE
5211-00,Staff - เจ้าหน้าที่,5211-00,5200-00,View,account.data_account_type_expense_view,FALSE
5211-01,Coordinator - ผู้ประสานงาน,5211-01,5211-00,Regular,account.data_account_type_expense,FALSE
5211-02,Staff - เจ้าหน้าที่,5211-02,5211-00,Regular,account.data_account_type_expense,FALSE
5211-03,Volunteer- อาสาสมัคร,5211-03,5211-00,Regular,account.data_account_type_expense,FALSE
5300-00,Health & Medical Project -โครงการสุขภาพ,5300-00,5000-00,View,account.data_account_type_expense_view,FALSE
5301-00,Mae Tao Clinic - แม่ตาวคลินิค,5301-00,5300-00,View,account.data_account_type_expense_view,FALSE
5301-01,Surgical supplies & Equipment - แผนกศัลยกรรม,5301-01,5301-00,Regular,account.data_account_type_expense,FALSE
5301-02,Prosthetic supplies  - แผนกขาเทียม,5301-02,5301-00,Regular,account.data_account_type_expense,FALSE
5301-03,Acupuncture department supplies & equipment - แผนกฝังเข็ม,5301-03,5301-00,Regular,account.data_account_type_expense,FALSE
5302-00,Kathi Zeschg Clinic (PBLT),5302-00,5300-00,View,account.data_account_type_expense_view,FALSE
5302-01,Runing cost,5302-01,5302-00,Regular,account.data_account_type_expense,FALSE
5302-02,Extra need,5302-02,5302-00,Regular,account.data_account_type_expense,FALSE
